case_id,label,frequency_hz,exact_directional_derivative,surrogate_directional_derivative,realized_directional_error,primal_residual_norm,tangent_residual_norm,receiver_resolvent_norm,directional_tangent_resolvent_norm,directional_error_bound
34,s43_f3,3.0,0.01414466940053737,-0.030488048088349925,0.044632717488887294,389.56696603272377,2739.7420453365567,0.023633876525738624,3.768586327532991e-05,660.9525636704083
34,s43_f4,4.0,0.054312922538053476,-0.49741412469378604,0.5517270472318395,567.414237139579,4215.193014593614,0.02306393385398002,3.87988249233794e-05,1516.7627832898415
35,s36_f3,3.0,-0.015748814457007727,-0.4253626041329771,0.4096137896759694,506.72799877791607,2905.2210606552085,0.019851406882577697,4.918827383950721e-05,709.7098359734441
35,s36_f4,4.0,-0.048119239213792034,-0.1501895975149683,0.10207035830117626,545.6068258093453,3034.7020215555854,0.02036834456736122,3.215856651473494e-05,845.5096047257334
35,s43_f3,3.0,0.0022975607015260765,-0.11309215253156435,0.11538971323309043,441.3551284398021,2604.591260569652,0.019851406882577697,4.918827383950721e-05,543.4753743082169
35,s43_f4,4.0,-0.03787008143767692,-0.14577785165929227,0.10790777022161535,526.5676060725227,2672.820046110507,0.02036834456736122,3.215856651473494e-05,726.258226530001
36,s36_f3,3.0,0.033787750138979215,-0.2740470690613587,0.3078348192003379,497.6909593888571,2530.4279226492413,0.027495765077262247,5.202879715926345e-05,1114.5062484001821
36,s36_f4,4.0,0.0012510405154478135,-0.1679634022291249,0.1692144427445727,691.6711587644267,3362.0599401281397,0.030523330790294234,7.984349667900046e-05,2957.408341492991
36,s43_f3,3.0,-0.010225276711810595,-0.03551706470279051,0.025291787990979912,370.72908490177633,2309.714130941012,0.027495765077262247,5.202879715926345e-05,735.0568550034587
36,s43_f4,4.0,-0.0025299640362540852,-0.1398533430490997,0.1373233790128456,693.4376913667451,3916.9925842155544,0.030523330790294234,7.984349667900046e-05,3327.251970555054
37,s36_f3,3.0,0.004805800090074327,-0.2553637012485826,0.2601695013386569,494.79679794230447,2437.495806932614,0.02342095711650041,5.595956962196951e-05,810.2065643565837
37,s36_f4,4.0,-0.016282075974626976,-0.18928190138224782,0.17299982540762085,596.7272509234803,3118.327372427911,0.024643060724369094,5.869285465600231e-05,1500.6076890702282
37,s43_f3,3.0,0.05432621597535019,-0.043113523331696824,0.09743973930704701,403.3601734772355,2517.4015176296525,0.02342095711650041,5.595956962196951e-05,657.1041018485282
37,s43_f4,4.0,0.01967753572884711,-0.3435533288609928,0.36323086458983994,570.754375361715,3705.260361697907,0.024643060724369094,5.869285465600231e-05,1640.445603406341
38,s36_f3,3.0,-0.08899175682861049,-0.30115627068250184,0.21216451385389135,508.5467689688656,2893.4622703316345,0.020144258087268677,5.848292595777385e-05,740.1981965369117
